Format Version,1.21,Take Name,BengtAnnelieBA1,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-08-06 12.42.55.331 AM,Total Frames in Take,36475,Total Exported Frames,36475,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:554,Unlabeled:554,Unlabeled:554,Unlabeled:561,Unlabeled:561,Unlabeled:561,Unlabeled:562,Unlabeled:562,Unlabeled:562,Unlabeled:552,Unlabeled:552,Unlabeled:552,Unlabeled:555,Unlabeled:555,Unlabeled:555
,,"8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E357022B","8392B20CF49E357022B","8392B20CF49E357022B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
227,1.891667,-1.657040,0.951932,2.098591,-1.134276,0.906146,2.633102,,,,,,,,,
228,1.900000,-1.655491,0.953348,2.099745,-1.134454,0.906688,2.633395,,,,,,,,,
229,1.908333,-1.653978,0.954691,2.100978,-1.134633,0.907243,2.633520,,,,,,,,,
230,1.916667,-1.652520,0.955910,2.102262,-1.134852,0.907811,2.633476,,,,,,,,,
231,1.925000,-1.651168,0.957113,2.103590,-1.135128,0.908337,2.633375,,,,,,,,,
232,1.933333,-1.649821,0.958258,2.104887,-1.135396,0.908776,2.633240,,,,,,,,,
233,1.941667,-1.648509,0.959414,2.106176,-1.135622,0.909117,2.633051,,,,,,,,,
234,1.950000,-1.647141,0.960592,2.107534,-1.135800,0.909411,2.632758,,,,,,,,,
235,1.958333,-1.645791,0.961761,2.108912,-1.135952,0.909611,2.632293,,,,,,,,,
236,1.966667,-1.644455,0.962867,2.110257,-1.136097,0.909748,2.631689,,,,,,,,,
237,1.975000,-1.643193,0.963925,2.111607,-1.136275,0.909746,2.630936,,,,,,,,,
238,1.983333,-1.641987,0.964881,2.113023,-1.136474,0.909531,2.630036,,,,,,,,,
239,1.991667,-1.640849,0.965738,2.114434,-1.136656,0.909134,2.629031,,,,,,,,,
240,2.000000,-1.639758,0.966464,2.115805,-1.136823,0.908733,2.627958,,,,,,,,,
241,2.008333,-1.638697,0.967143,2.117170,-1.136926,0.908200,2.626767,,,,,,,,,
242,2.016667,-1.637604,0.967778,2.118522,-1.136970,0.907624,2.625577,,,,,,,,,
243,2.025000,-1.636497,0.968330,2.119770,-1.136966,0.907013,2.624407,,,,,,,,,
244,2.033333,-1.635434,0.968886,2.121022,-1.136950,0.906309,2.623303,,,,,,,,,
245,2.041667,-1.634328,0.969448,2.122269,-1.136942,0.905549,2.622319,,,,,,,,,
246,2.050000,-1.633147,0.969850,2.123309,-1.136883,0.904769,2.621449,,,,,,,,,
247,2.058333,-1.631631,0.970125,2.124129,-1.136679,0.904017,2.620733,,,,,,,,,
248,2.066667,-1.630355,0.970727,2.125352,-1.136233,0.903384,2.620048,,,,,,,,,
249,2.075000,-1.629031,0.971413,2.126572,-1.135594,0.903030,2.619391,,,,,,,,,
250,2.083333,-1.627688,0.972152,2.127756,-1.135002,0.902840,2.618893,,,,,,,,,
251,2.091667,-1.626290,0.973011,2.128946,-1.134367,0.902711,2.618535,,,,,,,,,
252,2.100000,-1.624870,0.973926,2.130141,-1.133901,0.902582,2.618370,,,,,,,,,
253,2.108333,-1.623479,0.974958,2.131341,-1.133621,0.902496,2.618195,,,,,,,,,
254,2.116667,-1.622049,0.976042,2.132568,-1.133496,0.902478,2.618139,,,,,,,,,
255,2.125000,-1.620604,0.977221,2.133762,-1.133527,0.902495,2.618102,,,,,,,,,
256,2.133333,-1.619156,0.978506,2.134902,-1.133684,0.902545,2.618066,,,,,,,,,
257,2.141667,-1.617649,0.979944,2.135988,-1.133960,0.902678,2.618031,,,,,,,,,
258,2.150000,-1.616070,0.981567,2.137110,-1.134331,0.902867,2.617967,,,,,,,,,
259,2.158333,-1.614421,0.983422,2.138251,-1.134710,0.903070,2.617963,,,,,,,,,
260,2.166667,-1.612714,0.985547,2.139428,-1.135073,0.903220,2.617994,,,,,,,,,
261,2.175000,-1.610822,0.987843,2.140621,-1.135422,0.903358,2.618032,,,,,,,,,
262,2.183333,-1.608907,0.990423,2.141821,-1.135787,0.903511,2.618015,,,,,,,,,
263,2.191667,-1.606969,0.993395,2.143281,-1.136199,0.903701,2.617975,,,,,,,,,
264,2.200000,-1.604555,0.996037,2.144081,-1.136673,0.903841,2.617933,,,,,,,,,
265,2.208333,-1.602002,0.998592,2.144645,-1.137054,0.903846,2.617989,,,,,,,,,
266,2.216667,-1.599436,1.000947,2.144916,-1.137381,0.903843,2.618097,,,,,,,,,
267,2.225000,-1.596908,1.003076,2.144935,-1.137608,0.903874,2.618172,,,,,,,,,
268,2.233333,-1.594458,1.004806,2.144662,-1.137724,0.903966,2.618238,,,,,,,,,
269,2.241667,-1.592166,1.006164,2.144138,-1.137666,0.904107,2.618327,,,,,,,,,
270,2.250000,-1.590119,1.007073,2.143408,-1.137424,0.904321,2.618507,,,,,,,,,
271,2.258333,-1.588299,1.007549,2.142477,-1.137074,0.904612,2.618680,,,,,,,,,
272,2.266667,-1.586820,1.007724,2.141419,-1.136685,0.904922,2.618723,,,,,,,,,
273,2.275000,-1.585521,1.007619,2.140295,-1.136325,0.905226,2.618666,,,,,,,,,
274,2.283333,-1.584441,1.007361,2.139112,-1.135939,0.905528,2.618476,,,,,,,,,
275,2.291667,-1.583491,1.006940,2.137957,-1.135595,0.905833,2.618198,,,,,,,,,
276,2.300000,-1.582614,1.006491,2.136779,-1.135326,0.906150,2.617849,,,,,,,,,
277,2.308333,-1.582022,1.006266,2.135955,-1.135145,0.906641,2.617245,,,,,,,,,
278,2.316667,-1.581371,1.005428,2.134299,-1.135227,0.907381,2.616337,,,,,,,,,
279,2.325000,-1.581034,1.004806,2.133007,-1.135388,0.908398,2.615403,,,,,,,,,
280,2.333333,-1.580855,1.004066,2.131748,-1.135625,0.909652,2.614343,,,,,,,,,
281,2.341667,-1.580938,1.003170,2.130467,-1.135913,0.911328,2.613314,,,,,,,,,
282,2.350000,-1.581191,1.002103,2.129254,-1.136345,0.913400,2.612138,,,,,,,,,
283,2.358333,-1.581646,1.000886,2.128117,-1.136958,0.915901,2.610804,,,,,,,,,
284,2.366667,-1.582436,0.999789,2.127377,-1.137661,0.918925,2.609171,,,,,,,,,
285,2.375000,-1.583171,0.998060,2.125950,-1.138546,0.922401,2.607340,,,,,,,,,
286,2.383333,-1.584111,0.996517,2.124921,-1.139761,0.926395,2.605258,,,,,,,,,
287,2.391667,-1.585109,0.994927,2.123985,-1.141396,0.930830,2.602698,,,,,,,,,
288,2.400000,-1.586155,0.993290,2.123041,-1.143527,0.935776,2.599562,,,,,,,,,
289,2.408333,-1.587237,0.991666,2.122150,-1.146118,0.941149,2.595775,,,,,,,,,
290,2.416667,-1.588336,0.990075,2.121288,-1.149191,0.946946,2.591470,,,,,,,,,
291,2.425000,-1.589413,0.988521,2.120421,-1.152632,0.953195,2.586724,,,,,,,,,
292,2.433333,-1.590470,0.987028,2.119599,-1.156383,0.959940,2.581752,,,,,,,,,
293,2.441667,-1.591513,0.985611,2.118809,-1.160362,0.967157,2.576533,,,,,,,,,
294,2.450000,-1.592523,0.984238,2.118042,-1.164642,0.974811,2.570956,,,,,,,,,
295,2.458333,-1.593523,0.982875,2.117320,-1.169258,0.982881,2.564956,,,,,,,,,
296,2.466667,-1.594472,0.981498,2.116660,-1.174233,0.991306,2.558457,,,,,,,,,
297,2.475000,-1.595423,0.980153,2.116024,-1.179468,1.000012,2.551463,,,,,,,,,
298,2.483333,-1.596449,0.978794,2.115438,-1.184985,1.008969,2.544065,,,,,,,,,
299,2.491667,-1.597484,0.977480,2.114950,-1.190725,1.018116,2.536293,,,,,,,,,
300,2.500000,-1.598517,0.976128,2.114535,-1.196682,1.027408,2.528140,,,,,,,,,
301,2.508333,-1.599603,0.974779,2.114184,-1.202748,1.036772,2.519622,,,,,,,,,
302,2.516667,-1.600735,0.973350,2.113860,-1.208914,1.046216,2.510815,,,,,,,,,
303,2.525000,-1.601869,0.971932,2.113623,-1.215129,1.055673,2.501758,,,,,,,,,
304,2.533333,-1.603013,0.970579,2.113368,-1.221310,1.065105,2.492424,,,,,,,,,
305,2.541667,-1.604190,0.969347,2.113130,-1.227453,1.074500,2.482871,,,,,,,,,
306,2.550000,-1.605305,0.968149,2.112978,-1.233570,1.083811,2.473156,,,,,,,,,
307,2.558333,-1.606506,0.966872,2.112839,-1.239670,1.093056,2.463362,,,,,,,,,
308,2.566667,-1.607811,0.965554,2.112714,-1.245708,1.102119,2.453540,,,,,,,,,
309,2.575000,-1.609133,0.964097,2.112586,-1.251711,1.110980,2.443605,,,,,,,,,
310,2.583333,-1.610484,0.962668,2.112395,-1.257683,1.119628,2.433668,,,,,,,,,
311,2.591667,-1.611783,0.961292,2.112148,-1.263580,1.128013,2.423627,,,,,,,,,
312,2.600000,-1.612958,0.960030,2.111886,-1.269337,1.136100,2.413502,,,,,,,,,
313,2.608333,-1.613627,0.958546,2.111094,-1.274900,1.143818,2.403319,,,,,,,,,
314,2.616667,-1.614443,0.957563,2.110868,-1.280203,1.151128,2.393039,,,,,,,,,
315,2.625000,-1.615128,0.956718,2.110735,-1.285231,1.158013,2.382922,,,,,,,,,
316,2.633333,-1.615632,0.956101,2.110733,-1.290024,1.164496,2.373096,,,,,,,,,
317,2.641667,-1.615868,0.955661,2.110877,-1.294493,1.170584,2.363580,,,,,,,,,
318,2.650000,-1.615843,0.955369,2.111156,-1.298702,1.176355,2.354416,,,,,,,,,
319,2.658333,-1.615644,0.955193,2.111533,-1.302630,1.181713,2.345671,,,,,,,,,
320,2.666667,-1.615132,0.955054,2.111964,-1.306305,1.186801,2.337270,,,,,,,,,
321,2.675000,-1.614468,0.955044,2.112503,-1.309678,1.191541,2.329199,,,,,,,,,
322,2.683333,-1.613578,0.955048,2.113117,-1.312688,1.195904,2.321306,,,,,,,,,
323,2.691667,-1.612498,0.955112,2.113775,-1.315437,1.199915,2.313636,,,,,,,,,
324,2.700000,-1.611306,0.955394,2.114586,-1.317885,1.203490,2.306158,,,,,,,,,
325,2.708333,-1.609917,0.955878,2.115597,-1.320169,1.206693,2.298925,,,,,,,,,
326,2.716667,-1.608416,0.956518,2.116749,-1.322321,1.209525,2.292058,,,,,,,,,
327,2.725000,-1.606723,0.957335,2.118051,-1.324376,1.211975,2.285522,,,,,,,,,
328,2.733333,-1.604836,0.958256,2.119558,-1.326449,1.214088,2.279357,,,,,,,,,
329,2.741667,-1.602777,0.959324,2.121102,-1.328558,1.215899,2.273585,,,,,,,,,
330,2.750000,-1.600400,0.960357,2.122439,-1.330651,1.217403,2.268123,,,,,,,,,
331,2.758333,-1.597545,0.961388,2.123668,-1.332649,1.218639,2.262990,,,,,,,,,
332,2.766667,-1.594988,0.962755,2.125474,-1.334545,1.219599,2.258162,,,,,,,,,
333,2.775000,-1.592167,0.964288,2.127391,-1.336275,1.220266,2.253527,,,,,,,,,
334,2.783333,-1.589181,0.965992,2.129443,-1.337835,1.220634,2.249104,,,,,,,,,
335,2.791667,-1.585929,0.967835,2.131459,-1.339276,1.220749,2.244957,,,,,,,,,
336,2.800000,-1.582527,0.969811,2.133512,-1.340617,1.220659,2.241087,,,,,,,,,
337,2.808333,-1.578978,0.971997,2.135601,-1.341940,1.220338,2.237448,,,,,,,,,
338,2.816667,-1.575288,0.974361,2.137637,-1.343323,1.219817,2.234099,,,,,,,,,
339,2.825000,-1.571495,0.976893,2.139561,-1.344780,1.219092,2.230932,,,,,,,,,
340,2.833333,-1.567496,0.979646,2.141322,-1.346296,1.218162,2.227997,,,,,,,,,
341,2.841667,-1.563385,0.982645,2.142955,-1.347919,1.217059,2.225231,,,,,,,,,
342,2.850000,-1.559076,0.985813,2.144359,-1.349596,1.215772,2.222706,,,,,,,,,
343,2.858333,-1.554676,0.989167,2.145667,-1.351272,1.214334,2.220371,,,,,,,,,
344,2.866667,-1.550087,0.992598,2.146851,-1.352814,1.212731,2.218168,,,,,,,,,
345,2.875000,-1.545580,0.996223,2.148025,-1.354142,1.210996,2.216086,,,,,,,,,
346,2.883333,-1.541026,0.999936,2.149089,-1.355258,1.209151,2.214143,,,,,,,,,
347,2.891667,-1.536552,1.003641,2.150093,-1.356254,1.207250,2.212406,,,,,,,,,
348,2.900000,-1.532200,1.007414,2.151089,-1.357060,1.205326,2.210724,,,,,,,,,
349,2.908333,-1.527938,1.011193,2.151941,-1.357762,1.203393,2.209190,,,,,,,,,
350,2.916667,-1.523760,1.014888,2.152690,-1.358447,1.201456,2.207797,,,,,,,,,
351,2.925000,-1.519773,1.018555,2.153288,-1.359163,1.199522,2.206564,,,,,,,,,
352,2.933333,-1.515861,1.022086,2.153786,-1.359790,1.197623,2.205451,,,,,,,,,
353,2.941667,-1.512161,1.025577,2.154226,-1.360358,1.195761,2.204432,,,,,,,,,
354,2.950000,-1.508624,1.029003,2.154655,-1.360822,1.193938,2.203413,,,,,,,,,
355,2.958333,-1.505347,1.032436,2.155126,-1.361240,1.192168,2.202439,,,,,,,,,
356,2.966667,-1.502215,1.035720,2.155503,-1.361631,1.190479,2.201421,,,,,,,,,
357,2.975000,-1.499354,1.038984,2.155910,-1.361941,1.188861,2.200437,,,,,,,,,
358,2.983333,-1.496677,1.042056,2.156179,-1.362203,1.187338,2.199445,,,,,,,,,
359,2.991667,-1.494658,1.044804,2.156347,-1.362296,1.185994,2.198407,,,,,,,,,
360,3.000000,-1.493517,1.046215,2.155560,-1.361923,1.184927,2.197679,,,,,,,,,
361,3.008333,-1.493426,1.047185,2.155205,-1.361292,1.184590,2.197019,,,,,,,,,
362,3.016667,-1.493793,1.047630,2.155392,-1.360669,1.184605,2.196281,,,,,,,,,
363,3.025000,-1.494015,1.047565,2.155374,-1.360466,1.184803,2.195585,,,,,,,,,
364,3.033333,-1.493941,1.047330,2.154940,-1.360493,1.184920,2.195016,,,,,,,,,
365,3.041667,-1.493683,1.046840,2.154415,-1.360561,1.184922,2.194514,,,,,,,,,
366,3.050000,-1.493305,1.046080,2.154003,-1.360765,1.184779,2.194117,,,,,,,,,
367,3.058333,-1.492849,1.045268,2.153602,-1.360988,1.184484,2.193638,,,,,,,,,
368,3.066667,-1.492476,1.044105,2.152937,-1.361100,1.184050,2.193078,,,,,,,,,
369,3.075000,-1.492145,1.042994,2.152234,-1.361277,1.183533,2.192496,,,,,,,,,
370,3.083333,-1.491915,1.041938,2.151484,-1.361531,1.183020,2.191967,,,,,,,,,
371,3.091667,-1.491691,1.040973,2.150566,-1.361784,1.182482,2.191510,,,,,,,,,
372,3.100000,-1.491488,1.040127,2.149429,-1.362025,1.181955,2.191077,,,,,,,,,
373,3.108333,-1.491266,1.039377,2.148111,-1.362272,1.181531,2.190650,,,,,,,,,
374,3.116667,-1.491048,1.038684,2.146681,-1.362539,1.181170,2.190145,,,,,,,,,
375,3.125000,-1.490830,1.038070,2.145354,-1.362679,1.180935,2.189512,,,,,,,,,
376,3.133333,-1.490700,1.037612,2.144132,-1.362772,1.180812,2.188783,,,,,,,,,
377,3.141667,-1.490558,1.037243,2.143051,-1.362692,1.180817,2.187831,,,,,,,,,
378,3.150000,-1.490565,1.037063,2.142118,-1.362506,1.180971,2.186742,,,,,,,,,
379,3.158333,-1.490563,1.037009,2.141230,-1.362234,1.181234,2.185565,,,,,,,,,
380,3.166667,-1.490555,1.037064,2.140305,-1.361936,1.181554,2.184372,,,,,,,,,
381,3.175000,-1.490523,1.037179,2.139290,-1.361573,1.181949,2.183207,,,,,,,,,
382,3.183333,-1.490513,1.037259,2.138168,-1.361205,1.182379,2.182072,,,,,,,,,
383,3.191667,-1.490518,1.037336,2.136968,-1.360889,1.182842,2.181033,,,,,,,,,
384,3.200000,-1.490486,1.037336,2.135668,-1.360636,1.183291,2.180096,,,,,,,,,
385,3.208333,-1.490466,1.037280,2.134271,-1.360327,1.183774,2.179198,,,,,,,,,
386,3.216667,-1.490413,1.037196,2.132762,-1.359973,1.184266,2.178348,,,,,,,,,
387,3.225000,-1.490371,1.037083,2.131126,-1.359580,1.184742,2.177590,,,,,,,,,
388,3.233333,-1.490270,1.037024,2.129453,-1.359113,1.185145,2.176929,,,,,,,,,
389,3.241667,-1.490081,1.037037,2.127661,-1.358496,1.185473,2.176360,,,,,,,,,
390,3.250000,-1.489967,1.037058,2.125800,-1.357745,1.185779,2.176099,,,,,,,,,
391,3.258333,-1.489929,1.037122,2.123925,-1.356751,1.186134,2.176121,,,,,,,,,
392,3.266667,-1.490101,1.037229,2.122017,-1.355478,1.186610,2.176505,,,,,,,,,
393,3.275000,-1.490411,1.037305,2.120059,-1.353905,1.187153,2.177026,,,,,,,,,
394,3.283333,-1.490819,1.037276,2.118000,-1.351960,1.187848,2.177632,,,,,,,,,
395,3.291667,-1.491418,1.037297,2.115917,-1.349778,1.188635,2.178515,,,,,,,,,
396,3.300000,-1.492059,1.037126,2.113664,-1.347491,1.189547,2.179638,,,,,,,,,
397,3.308333,-1.492887,1.036824,2.111261,-1.345107,1.190510,2.181122,,,,,,,,,
398,3.316667,-1.493734,1.036483,2.108865,-1.342629,1.191435,2.182705,,,,,,,,,
399,3.325000,-1.494796,1.036115,2.106354,-1.340064,1.192319,2.184534,,,,,,,,,
400,3.333333,-1.495704,1.035699,2.103758,-1.337521,1.193180,2.186637,,,,,,,,,
401,3.341667,-1.496679,1.035185,2.101032,-1.335158,1.194007,2.189183,,,,,,,,,
402,3.350000,-1.497431,1.034608,2.098228,-1.332918,1.194762,2.192064,,,,,,,,,
403,3.358333,-1.498076,1.033923,2.095439,-1.330830,1.195418,2.195366,,,,,,,,,
404,3.366667,-1.498654,1.033280,2.092769,-1.328873,1.195883,2.199121,,,,,,,,,
405,3.375000,-1.499143,1.032636,2.090132,-1.326994,1.196158,2.203310,,,,,,,,,
406,3.383333,-1.499420,1.031968,2.087498,-1.325234,1.196184,2.208022,,,,,,,,,
407,3.391667,-1.499431,1.031238,2.084719,-1.323545,1.195980,2.213165,,,,,,,,,
408,3.400000,-1.499138,1.030230,2.081736,-1.322005,1.195564,2.218925,,,,,,,,,
409,3.408333,-1.498842,1.029113,2.078770,-1.320602,1.194828,2.225247,,,,,,,,,
410,3.416667,-1.498084,1.027288,2.074762,-1.319268,1.193852,2.232231,,,,,,,,,
411,3.425000,-1.496863,1.024724,2.069476,-1.317928,1.192584,2.239779,,,,,,,,,
412,3.433333,-1.496023,1.022052,2.063960,-1.316575,1.190984,2.247855,,,,,,,,,
413,3.441667,-1.495450,1.019223,2.057865,-1.315204,1.189073,2.256361,,,,,,,,,
414,3.450000,-1.494941,1.016157,2.051311,-1.313794,1.186835,2.265256,,,,,,,,,
415,3.458333,-1.494739,1.013043,2.044504,-1.312367,1.184250,2.274477,,,,,,,,,
416,3.466667,-1.494693,1.009788,2.037451,-1.310898,1.181282,2.284019,,,,,,,,,
417,3.475000,-1.494817,1.006499,2.030311,-1.309277,1.177883,2.293822,,,,,,,,,
418,3.483333,-1.494989,1.003153,2.023043,-1.307500,1.174050,2.303988,,,,,,,,,
419,3.491667,-1.495110,0.999958,2.015744,-1.305618,1.169816,2.314423,,,,,,,,,
420,3.500000,-1.495198,0.997027,2.008438,-1.303550,1.165229,2.325196,,,,,,,,,
421,3.508333,-1.495582,0.994337,2.001600,-1.301222,1.160248,2.336028,,,,,,,,,
422,3.516667,-1.495744,0.991552,1.994191,-1.298921,1.154999,2.347144,,,,,,,,,
423,3.525000,-1.496080,0.988359,1.986479,-1.296399,1.149426,2.358272,,,,,,,,,
424,3.533333,-1.496700,0.985048,1.978579,-1.293705,1.143573,2.369390,,,,,,,,,
425,3.541667,-1.497462,0.981907,1.970521,-1.290837,1.137437,2.380510,,,,,,,,,
426,3.550000,-1.498215,0.978983,1.962437,-1.287823,1.131025,2.391628,,,,,,,,,
427,3.558333,-1.498981,0.976201,1.954479,-1.284644,1.124335,2.402653,,,,,,,,,
428,3.566667,-1.499798,0.973443,1.946532,-1.281377,1.117414,2.413645,,,,,,,,,
429,3.575000,-1.500626,0.970839,1.938358,-1.278149,1.110315,2.424510,,,,,,,,,
430,3.583333,-1.501830,0.968510,1.930762,-1.274992,1.103103,2.435361,,,,,,,,,
431,3.591667,-1.503031,0.966204,1.922957,-1.271776,1.095719,2.446103,,,,,,,,,
432,3.600000,-1.504100,0.964051,1.915452,-1.268397,1.088211,2.456708,,,,,,,,,
433,3.608333,-1.505075,0.961880,1.907598,-1.264791,1.080592,2.467122,,,,,,,,,
434,3.616667,-1.506074,0.959785,1.899684,-1.261001,1.072899,2.477281,,,,,,,,,
435,3.625000,-1.507135,0.957737,1.891774,-1.257021,1.065174,2.487003,,,,,,,,,
436,3.633333,-1.508142,0.955687,1.883903,-1.253021,1.057436,2.496219,,,,,,,,,
437,3.641667,-1.509305,0.953571,1.876064,-1.249056,1.049742,2.504973,,,,,,,,,
438,3.650000,-1.510470,0.951336,1.868099,-1.245082,1.042010,2.513209,,,,,,,,,
439,3.658333,-1.511777,0.949245,1.860496,-1.241105,1.034238,2.520928,,,,,,,,,
440,3.666667,-1.512890,0.947275,1.853107,-1.237235,1.026556,2.528270,,,,,,,,,
441,3.675000,-1.514022,0.945114,1.845586,-1.233450,1.018928,2.535123,,,,,,,,,
442,3.683333,-1.515130,0.942935,1.838329,-1.229838,1.011400,2.541696,,,,,,,,,
443,3.691667,-1.516354,0.940832,1.831296,-1.226381,1.004085,2.547871,,,,,,,,,
444,3.700000,-1.517557,0.938772,1.824328,-1.223184,0.996951,2.553715,,,,,,,,,
445,3.708333,-1.518635,0.936805,1.817558,-1.220067,0.990011,2.559108,,,,,,,,,
446,3.716667,-1.519520,0.934951,1.810981,-1.217165,0.983328,2.564132,,,,,,,,,
447,3.725000,-1.520356,0.933213,1.804538,-1.214303,0.976920,2.568698,,,,,,,,,
448,3.733333,-1.521112,0.931631,1.798215,-1.211478,0.970796,2.572839,,,,,,,,,
449,3.741667,-1.521509,0.930253,1.792077,-1.208620,0.965050,2.576631,,,,,,,,,
450,3.750000,-1.521733,0.928927,1.785829,-1.205773,0.959579,2.579997,,,,,,,,,
451,3.758333,-1.521910,0.927585,1.779552,-1.202938,0.954427,2.583051,,,,,,,,,
452,3.766667,-1.522172,0.926141,1.773381,-1.200106,0.949621,2.585853,,,,,,,,,
453,3.775000,-1.522699,0.924467,1.767233,-1.197375,0.945083,2.588442,,,,,,,,,
454,3.783333,-1.523554,0.922547,1.761441,-1.194690,0.940876,2.590787,,,,,,,,,
455,3.791667,-1.524473,0.920328,1.755945,-1.192082,0.936964,2.592911,,,,,,,,,
456,3.800000,-1.525392,0.918090,1.750687,-1.189613,0.933333,2.594776,,,,,,,,,
457,3.808333,-1.526273,0.915988,1.745378,-1.187249,0.929895,2.596399,,,,,,,,,
458,3.816667,-1.527073,0.914156,1.740035,-1.185019,0.926697,2.597870,,,,,,,,,
459,3.825000,-1.527841,0.912535,1.734581,-1.182876,0.923657,2.599142,,,,,,,,,
460,3.833333,-1.528433,0.911072,1.729095,-1.180892,0.920781,2.600332,,,,,,,,,
461,3.841667,-1.529316,0.909566,1.723561,-1.179105,0.917975,2.601456,,,,,,,,,
462,3.850000,-1.530387,0.908015,1.718067,-1.177462,0.915218,2.602481,,,,,,,,,
463,3.858333,-1.531573,0.906274,1.712523,-1.176033,0.912557,2.603366,,,,,,,,,
464,3.866667,-1.532817,0.904442,1.707048,-1.174662,0.910064,2.604216,,,,,,,,,
465,3.875000,-1.534078,0.902411,1.701847,-1.173295,0.907772,2.604979,,,,,,,,,
466,3.883333,-1.535313,0.900155,1.696932,-1.171751,0.906020,2.605283,,,,,,,,,
467,3.891667,-1.536493,0.897789,1.692314,-1.170069,0.904782,2.605494,,,,,,,,,
468,3.900000,-1.537757,0.895310,1.688111,-1.168436,0.903953,2.605632,,,,,,,,,
469,3.908333,-1.539153,0.892717,1.684270,-1.167119,0.903363,2.605807,,,,,,,,,
470,3.916667,-1.540272,0.890194,1.680787,-1.165976,0.902855,2.605934,,,,,,,,,
471,3.925000,-1.541297,0.887847,1.677346,-1.165036,0.902421,2.606118,,,,,,,,,
472,3.933333,-1.542466,0.885885,1.673834,-1.164216,0.902057,2.606386,,,,,,,,,
473,3.941667,-1.543422,0.884249,1.670536,-1.163474,0.901723,2.606671,,,,,,,,,
474,3.950000,-1.544315,0.882752,1.667341,-1.162869,0.901483,2.607090,,,,,,,,,
475,3.958333,-1.545019,0.881271,1.664456,-1.162351,0.901354,2.607561,,,,,,,,,
476,3.966667,-1.545470,0.879775,1.661824,-1.161975,0.901276,2.608058,,,,,,,,,
477,3.975000,-1.545797,0.878335,1.659347,-1.161707,0.901195,2.608549,,,,,,,,,
478,3.983333,-1.546100,0.876980,1.656934,-1.161507,0.901068,2.609092,,,,,,,,,
479,3.991667,-1.546347,0.875756,1.654521,-1.161387,0.900911,2.609712,,,,,,,,,
480,4.000000,-1.546641,0.874680,1.651939,-1.161257,0.900759,2.610226,,,,,,,,,
481,4.008333,-1.547050,0.873751,1.649261,-1.161225,0.900822,2.610569,,,,,,,,,
482,4.016667,-1.547522,0.872904,1.646709,-1.161298,0.901029,2.610823,,,,,,,,,
483,4.025000,-1.548015,0.872098,1.644272,-1.161277,0.901245,2.611008,,,,,,,,,
484,4.033333,-1.548562,0.871368,1.642182,-1.161303,0.901521,2.611134,,,,,,,,,
485,4.041667,-1.549010,0.870666,1.640401,-1.161259,0.901759,2.611089,,,,,,,,,
486,4.050000,-1.549267,0.870119,1.638783,-1.161118,0.901995,2.611017,,,,,,,,,
487,4.058333,-1.549419,0.869599,1.637411,-1.160838,0.902214,2.610959,,,,,,,,,
488,4.066667,-1.549502,0.869121,1.636294,-1.160477,0.902390,2.610925,,,,,,,,,
489,4.075000,-1.549532,0.868614,1.635434,-1.160149,0.902510,2.610862,,,,,,,,,
490,4.083333,-1.549385,0.868070,1.634818,-1.159894,0.902587,2.610745,,,,,,,,,
491,4.091667,-1.549109,0.867386,1.634404,-1.159695,0.902651,2.610577,,,,,,,,,
492,4.100000,-1.548803,0.866612,1.634134,-1.159575,0.902768,2.610332,,,,,,,,,
493,4.108333,-1.548474,0.865773,1.633894,-1.159369,0.902893,2.610074,,,,,,,,,
494,4.116667,-1.548137,0.864855,1.633674,-1.159104,0.903010,2.609893,,,,,,,,,
495,4.125000,-1.547841,0.863826,1.633447,-1.158758,0.903125,2.609821,,,,,,,,,
496,4.133333,-1.547576,0.862728,1.633232,-1.158301,0.903229,2.609839,,,,,,,,,
497,4.141667,-1.547316,0.861497,1.633007,-1.157760,0.903334,2.609997,,,,,,,,,
498,4.150000,-1.547064,0.860190,1.632785,-1.157140,0.903431,2.610254,,,,,,,,,
499,4.158333,-1.546780,0.858786,1.632613,-1.156465,0.903540,2.610477,,,,,,,,,
500,4.166667,-1.546519,0.857369,1.632429,-1.155775,0.903665,2.610682,,,,,,,,,
501,4.175000,-1.546346,0.856045,1.632233,-1.155071,0.903753,2.610816,,,,,,,,,
502,4.183333,-1.546276,0.854811,1.632092,-1.154379,0.903797,2.610912,,,,,,,,,
503,4.191667,-1.546292,0.853763,1.632140,-1.153660,0.903816,2.610928,,,,,,,,,
504,4.200000,-1.546183,0.853070,1.632606,-1.152902,0.903792,2.610883,,,,,,,,,
